X,Y,Name,Type,Identifier,Descriptio,Status,Sensor typ,Transmissi,River Syst,Easting/x/,Northing/y,Spatial Re,Elevation,Represente,Distance t,Country,Contact Pe,Year of Es,Year of Cl,Metadata C,Metadata D,MID,field_22,icon_url
15.38,-14.03,Bambi (Chipindo),,,,,,,,"15.38","-14.03",WGS 84 (lat/long),"1410",,,Angola,,,,"Meinhardt, Markus, Dr",12/06/2014,"2407",,./0.png
14.04,-14.04,Quilengues (Adm.),,,,,,,,"14.04","-14.04",WGS 84 (lat/long),"850",,,Angola,,,,"Meinhardt, Markus, Dr",12/06/2014,"2408",,./0.png
14.11,-14.13,Quilengues (Zoot.),,,,,,,,"14.11","-14.13",WGS 84 (lat/long),"900",,,Angola,,,,"Meinhardt, Markus, Dr",12/06/2014,"2409",,./0.png
15.43,-14.36,Dongo,,,,,,,,"15.43","-14.36",WGS 84 (lat/long),"1450",,,Angola,,,,"Meinhardt, Markus, Dr",12/06/2014,"2411",,./0.png
14.18,-14.37,Chicuaqueia,,,,,,,,"14.18","-14.37",WGS 84 (lat/long),"1500",,,Angola,,,,"Meinhardt, Markus, Dr",12/06/2014,"2412",,./0.png
13.54,-14.4,Hoque,,,,,,,,"13.54","-14.4",WGS 84 (lat/long),"1600",,,Angola,,,,"Meinhardt, Markus, Dr",12/06/2014,"2413",,./0.png
16.31,-14.4,Fazenda Mumba,,,,,,,,"16.31","-14.4",WGS 84 (lat/long),"1380",,,Angola,,,,"Meinhardt, Markus, Dr",12/06/2014,"2414",,./0.png
14.33,-14.49,Vila Paiva Couceiro (ou Quipungo),,,,,,,,"14.33","-14.49",WGS 84 (lat/long),"1300",,,Angola,,,,"Meinhardt, Markus, Dr",12/06/2014,"2415",,./0.png
16.03,-14.41,Jamba (Cassinga Norte),,,,,,,,"16.03","-14.41",WGS 84 (lat/long),"1316",,,Angola,,,,"Meinhardt, Markus, Dr",12/06/2014,"2416",,./0.png
15.03,-14.45,Vila da Matala (Barragem),,,,,,,,"15.03","-14.45",WGS 84 (lat/long),"1220",,,Angola,,,,"Meinhardt, Markus, Dr",12/06/2014,"2417",,./0.png
15.04,-14.53,Vila Folgares,,,,,,,,"15.04","-14.53",WGS 84 (lat/long),"1274",,,Angola,,,,"Meinhardt, Markus, Dr",12/06/2014,"2418",,./0.png
13.2,-14.55,Humpata (E.Z.S),,,,,,,,"13.2","-14.55",WGS 84 (lat/long),"2070",,,Angola,,,,"Meinhardt, Markus, Dr",12/06/2014,"2419",,./0.png
13.24,-15.03,Humpata Agricula,,,"sometimes referred to as ""Centro Est. (Da) Humpata"" or ""Humpata (Serve Ag. e Flores)""",,,,,"13.24","-15.03",WGS 84 (lat/long),"1850",,,Angola,,,,"Meinhardt, Markus, Dr",12/06/2014,"2420",,./0.png
13.16,-14.57,Bimbe (Est. Zoot. Do Sul),,,,,,,,"13.16","-14.57",WGS 84 (lat/long),"2300",,,Angola,,,,"Meinhardt, Markus, Dr",12/06/2014,"2421",,./0.png
13.18,-15.21,Tchivinguiro,,,,,,,,"13.18","-15.21",WGS 84 (lat/long),"1690",,,Angola,,,,"Meinhardt, Markus, Dr",12/06/2014,"2422",,./0.png
13.42,-15.12,Chibia (Vila JoÃ£o de Almeida),,,,,,,,"13.42","-15.12",WGS 84 (lat/long),"1460",,,Angola,,,,"Meinhardt, Markus, Dr",12/06/2014,"2423",,./0.png
13.31,-15.14,Jau (MissÃ£o CatÃ³lica),,,,,,,,"13.31","-15.14",WGS 84 (lat/long),"1700",,,Angola,,,,"Meinhardt, Markus, Dr",12/06/2014,"2424",,./0.png
16.04,-15.15,Tchamutete,,,,,,,,"16.04","-15.15",WGS 84 (lat/long),"1260",,,Angola,,,,"Meinhardt, Markus, Dr",12/06/2014,"2425",,./0.png
13.58,-15.24,Quihita (Miss. CatÃ³lica),,,,,,,,"13.58","-15.24",WGS 84 (lat/long),"1340",,,Angola,,,,"Meinhardt, Markus, Dr",12/06/2014,"2426",,./0.png
14.04,-15.39,Gambos,,,,,,,,"14.04","-15.39",WGS 84 (lat/long),"1280",,,Angola,,,,"Meinhardt, Markus, Dr",12/06/2014,"2427",,./0.png
13.53,-15.44,Chiange,,,,,,,,"13.53","-15.44",WGS 84 (lat/long),"1280",,,Angola,,,,"Meinhardt, Markus, Dr",12/06/2014,"2428",,./0.png
14.16,-15.28,Chimbolelo,,,,,,,,"14.16","-15.28",WGS 84 (lat/long),"1300",,,Angola,,,,"Meinhardt, Markus, Dr",12/06/2014,"2429",,./0.png
15.12,-15.38,Mulondo,,,,,,,,"15.12","-15.38",WGS 84 (lat/long),"1200",,,Angola,,,,"Meinhardt, Markus, Dr",12/06/2014,"2430",,./0.png
14.47,-14.33,Cuvelai Matala,,,,,,,,"14.47","-14.33",WGS 84 (lat/long),"1270",,,Angola,,,,"Meinhardt, Markus, Dr",12/06/2014,"2431",,./0.png
15.45,-16.08,Mupa (Miss. CatÃ³lica),,,,,,,,"15.45","-16.08",WGS 84 (lat/long),,,,Angola,,,,"Meinhardt, Markus, Dr",12/06/2014,"2433",,./0.png
14.18,-16.17,Cahama,,,,,,,,"14.18","-16.17",WGS 84 (lat/long),"1160",,,Angola,,,,"Meinhardt, Markus, Dr",12/06/2014,"2434",,./0.png
13.56,-16.3,Otchinjau,,,,,,,,"13.56","-16.3",WGS 84 (lat/long),"1200",,,Angola,,,,"Meinhardt, Markus, Dr",12/06/2014,"2435",,./0.png
14.48,-16.23,Mucope,,,,,,,,"14.48","-16.23",WGS 84 (lat/long),"1120",,,Angola,,,,"Meinhardt, Markus, Dr",12/06/2014,"2436",,./0.png
15.2,-16.3,CÃ¡fu (Posto Zoot. do Cunene),,,,,,,,"15.2","-16.3",WGS 84 (lat/long),"1110",,,Angola,,,,"Meinhardt, Markus, Dr",12/06/2014,"2437",,./0.png
15.02,-16.36,PÃ©u PÃ©u,,,,,,,,"15.02","-16.36",WGS 84 (lat/long),"1100",,,Angola,,,,"Meinhardt, Markus, Dr",12/06/2014,"2438",,./0.png
16.02,-16.38,Cafima,,,,,,,,"16.02","-16.38",WGS 84 (lat/long),"1130",,,Angola,,,,"Meinhardt, Markus, Dr",12/06/2014,"2439",,./0.png
13.26,-16.39,OncÃ³cua,,,,,,,,"13.26","-16.39",WGS 84 (lat/long),"980",,,Angola,,,,"Meinhardt, Markus, Dr",12/06/2014,"2440",,./0.png
14.55,-16.47,Namuculungo,,,,,,,,"14.55","-16.47",WGS 84 (lat/long),"1100",,,Angola,,,,"Meinhardt, Markus, Dr",12/06/2014,"2441",,./0.png
15.44,-17.04,Vila Pereira d'EÃ§a,,,,,,,,"15.44","-17.04",WGS 84 (lat/long),"1110",,,Angola,,,,"Meinhardt, Markus, Dr",12/06/2014,"2442",,./0.png
15.43,-17.04,Vila Pereira d'EÃ§a (S.G.M.),,,"sometimes referred to as ""Vila Pereira d'EÃ§a (Geo. Min.)""",,,,,"15.43","-17.04",WGS 84 (lat/long),"1150",,,Angola,,,,"Meinhardt, Markus, Dr",12/06/2014,"2443",,./0.png
13.55,-17.19,Chitado,,,,,,,,"13.55","-17.19",WGS 84 (lat/long),"820",,,Angola,,,,"Meinhardt, Markus, Dr",12/06/2014,"2444",,./0.png
13.18,-14.06,Camucuio,,,,,,,,"13.18","-14.06",WGS 84 (lat/long),"786",,,Angola,,,,"Meinhardt, Markus, Dr",12/06/2014,"2445",,./0.png
13.23,-15.31,Cainde,,,,,,,,"13.23","-15.31",WGS 84 (lat/long),"550",,,Angola,,,,"Meinhardt, Markus, Dr",12/06/2014,"2446",,./0.png
14.41,-13.49,Caluquembe (M. Ev.),,,,,,,,"14.41","-13.49",WGS 84 (lat/long),"1650",,,Angola,,,,"Meinhardt, Markus, Dr",12/06/2014,"2447",,./0.png
14.25,-13.52,MissÃ£o do Cola,,,,,,,,"14.25","-13.52",WGS 84 (lat/long),"1770",,,Angola,,,,"Meinhardt, Markus, Dr",12/06/2014,"2448",,./0.png
14.16,-14.38,Sendi,,,,,,,,"14.16","-14.38",WGS 84 (lat/long),"1440",,,Angola,,,,"Meinhardt, Markus, Dr",12/06/2014,"2449",,./0.png
14.27,-14.02,QuÃ©ra,,,,,,,,"14.27","-14.02",WGS 84 (lat/long),,,,Angola,,,,"Meinhardt, Markus, Dr",12/06/2014,"2450",,./0.png
15.12,-13.31,Cusse,,,"sometimes reffered to as ""Cusse, Martins"" or ""Cusse S.A.F.""",,,,,"15.12","-13.31",WGS 84 (lat/long),"1760",,,Angola,,,,"Meinhardt, Markus, Dr",12/06/2014,"2452",,./0.png
14.52,-16.32,Chiulo (Miss. CatÃ³lica),,,,,,,,"14.52","-16.32",WGS 84 (lat/long),"1100",,,Angola,,,,"Meinhardt, Markus, Dr",13/06/2014,"2510",,./0.png
393838,8519828,Artificial gauge upstream Luanginga,gauging station (river),,"Artificial gauge upstream Luanginga,,Training UNZA only",out of order,,,Luanginga,"393838","8519828",WGS 84 / UTM zone 34S,"1200",,,Angola,"Meinhardt, Markus, Dr",01/04/1950,01/04/2016,"Meinhardt, Markus, Dr",24/04/2016,"2742",,./0.png
12.34777,-16.77577,Espinheira,climate station (SASSCAL WeatherNet),"361100","The weather station is part of the SASSCAL WeatherNet (www.sasscalweathernet.org), which is operated as part of the SASSCAL Initiative.  The SASSCAL WeatherNet and related IT infrastructure for data transfer and web-based access was established since 201",working,Adcon/OTT,Transmission via satellite,,"12.34777","-16.77577",WGS 84 (lat/long),"448",,,Angola,,20/10/2015,,"Zander, Franziska",23/02/2018,"5571","Espinheira_h700.jpg,",./0.png
14.8333,-15.1,PN Bicuar,climate station (SASSCAL WeatherNet),"361101","The weather station is part of the SASSCAL WeatherNet (www.sasscalweathernet.org), which is operated as part of the SASSCAL Initiative.  The SASSCAL WeatherNet and related IT infrastructure for data transfer and web-based access was established since 201",working,Adcon/OTT,Transmission via satellite,,"14.8333","-15.1",WGS 84 (lat/long),"1243",,,Angola,,21/03/2015,,"Zander, Franziska",23/02/2018,"5572","PNBicuar_h700.jpg,",./0.png
13.091,-9,Benfica,climate station (SASSCAL WeatherNet),"37860","The weather station is part of the SASSCAL WeatherNet (www.sasscalweathernet.org), which is operated as part of the SASSCAL Initiative.  The SASSCAL WeatherNet and related IT infrastructure for data transfer and web-based access was established since 201",working,Adcon/OTT,Transmission via GPRS,,"13.091","-9",WGS 84 (lat/long),"70",,,Angola,,10/10/2009,,"Zander, Franziska",23/02/2018,"5611",",",./0.png
14.982,-16.719,Xangongo,climate station (SASSCAL WeatherNet),"39711","The weather station is part of the SASSCAL WeatherNet (www.sasscalweathernet.org), which is operated as part of the SASSCAL Initiative.  The SASSCAL WeatherNet and related IT infrastructure for data transfer and web-based access was established since 201",working,Adcon/OTT,Transmission via GPRS,,"14.982","-16.719",WGS 84 (lat/long),"1123",,,Angola,,20/05/2015,,"Zander, Franziska",23/02/2018,"5612",",",./0.png
13.423,-8.755,Caope,climate station (SASSCAL WeatherNet),"39753","The weather station is part of the SASSCAL WeatherNet (www.sasscalweathernet.org), which is operated as part of the SASSCAL Initiative.  The SASSCAL WeatherNet and related IT infrastructure for data transfer and web-based access was established since 201",working,Adcon/OTT,Transmission via GPRS,,"13.423","-8.755",WGS 84 (lat/long),"21",,,Angola,,01/01/2016,,"Zander, Franziska",23/02/2018,"5613","Caope_h700.jpg,",./0.png
15.641,-12.815,IMA - Huambo,climate station (SASSCAL WeatherNet),"46934","The weather station is part of the SASSCAL WeatherNet (www.sasscalweathernet.org), which is operated as part of the SASSCAL Initiative.  The SASSCAL WeatherNet and related IT infrastructure for data transfer and web-based access was established since 201",working,Adcon/OTT,Transmission via GPRS,,"15.641","-12.815",WGS 84 (lat/long),"1736",,,Angola,,01/01/2014,,"Zander, Franziska",23/02/2018,"5614",",",./0.png
15.615,-16.976,Onjiva,climate station (SASSCAL WeatherNet),"46943","The weather station is part of the SASSCAL WeatherNet (www.sasscalweathernet.org), which is operated as part of the SASSCAL Initiative.  The SASSCAL WeatherNet and related IT infrastructure for data transfer and web-based access was established since 201",working,Adcon/OTT,Transmission via GPRS,,"15.615","-16.976",WGS 84 (lat/long),"1119",,,Angola,,01/04/2015,,"Zander, Franziska",23/02/2018,"5615",",",./0.png
13.299,-15.169,Tchivinguiro,climate station (SASSCAL WeatherNet),"46953","The weather station is part of the SASSCAL WeatherNet (www.sasscalweathernet.org), which is operated as part of the SASSCAL Initiative.  The SASSCAL WeatherNet and related IT infrastructure for data transfer and web-based access was established since 201",working,Adcon/OTT,Transmission via GPRS,,"13.299","-15.169",WGS 84 (lat/long),"1662",,,Angola,,02/04/2015,,"Zander, Franziska",23/02/2018,"5616",",",./0.png
13.896,-11.285,ISPKS - Sumbe,climate station (SASSCAL WeatherNet),"46966","The weather station is part of the SASSCAL WeatherNet (www.sasscalweathernet.org), which is operated as part of the SASSCAL Initiative.  The SASSCAL WeatherNet and related IT infrastructure for data transfer and web-based access was established since 201",working,Adcon/OTT,Transmission via GPRS,,"13.896","-11.285",WGS 84 (lat/long),"275",,,Angola,,02/02/2016,,"Zander, Franziska",23/02/2018,"5617",",",./0.png
16.285,-9.464,Kessua,climate station (SASSCAL WeatherNet),"46971","The weather station is part of the SASSCAL WeatherNet (www.sasscalweathernet.org), which is operated as part of the SASSCAL Initiative.  The SASSCAL WeatherNet and related IT infrastructure for data transfer and web-based access was established since 201",working,Adcon/OTT,Transmission via GPRS,,"16.285","-9.464",WGS 84 (lat/long),"1115",,,Angola,,24/11/2014,,"Zander, Franziska",23/02/2018,"5618",",",./0.png
15.859,-13.455,Gove,climate station (SASSCAL WeatherNet),"46982","The weather station is part of the SASSCAL WeatherNet (www.sasscalweathernet.org), which is operated as part of the SASSCAL Initiative.  The SASSCAL WeatherNet and related IT infrastructure for data transfer and web-based access was established since 201",working,Adcon/OTT,Transmission via GPRS,,"15.859","-13.455",WGS 84 (lat/long),"1741",,,Angola,,18/06/2012,,"Zander, Franziska",23/02/2018,"5619",",",./0.png
15.491,-9.644,Fazenda Pongo-Andongo 2,climate station (SASSCAL WeatherNet),"47014","The weather station is part of the SASSCAL WeatherNet (www.sasscalweathernet.org), which is operated as part of the SASSCAL Initiative.  The SASSCAL WeatherNet and related IT infrastructure for data transfer and web-based access was established since 201",working,Adcon/OTT,Transmission via GPRS,,"15.491","-9.644",WGS 84 (lat/long),"1072",,,Angola,,20/06/2011,,"Zander, Franziska",23/02/2018,"5620",",",./0.png
15.129,-11.411,Wako-Kungo,climate station (SASSCAL WeatherNet),"47020","The weather station is part of the SASSCAL WeatherNet (www.sasscalweathernet.org), which is operated as part of the SASSCAL Initiative.  The SASSCAL WeatherNet and related IT infrastructure for data transfer and web-based access was established since 201",working,Adcon/OTT,Transmission via GPRS,,"15.129","-11.411",WGS 84 (lat/long),"1331",,,Angola,,02/06/2012,,"Zander, Franziska",23/02/2018,"5621",",",./0.png
15.711,-10.467,Projecto Terra do Futuro (PTF),climate station (SASSCAL WeatherNet),"47065","The weather station is part of the SASSCAL WeatherNet (www.sasscalweathernet.org), which is operated as part of the SASSCAL Initiative.  The SASSCAL WeatherNet and related IT infrastructure for data transfer and web-based access was established since 201",working,Adcon/OTT,Transmission via GPRS,,"15.711","-10.467",WGS 84 (lat/long),"1602",,,Angola,,03/04/2015,,"Zander, Franziska",23/02/2018,"5622",",",./0.png
15.853,-17.312,Namacunde,climate station (SASSCAL WeatherNet),"47066","The weather station is part of the SASSCAL WeatherNet (www.sasscalweathernet.org), which is operated as part of the SASSCAL Initiative.  The SASSCAL WeatherNet and related IT infrastructure for data transfer and web-based access was established since 201",working,Adcon/OTT,Transmission via GPRS,,"15.853","-17.312",WGS 84 (lat/long),"1112",,,Angola,,01/04/2015,,"Zander, Franziska",23/02/2018,"5623",",",./0.png
14.59,-8.513,Quibaxi,climate station (SASSCAL WeatherNet),"48935","The weather station is part of the SASSCAL WeatherNet (www.sasscalweathernet.org), which is operated as part of the SASSCAL Initiative.  The SASSCAL WeatherNet and related IT infrastructure for data transfer and web-based access was established since 201",working,Adcon/OTT,Transmission via GPRS,,"14.59","-8.513",WGS 84 (lat/long),"872",,,Angola,,11/05/2012,,"Zander, Franziska",23/02/2018,"5624",",",./0.png
12.387,-14.257,Bentiaba,climate station (SASSCAL WeatherNet),"857327","The weather station is part of the SASSCAL WeatherNet (www.sasscalweathernet.org), which is operated as part of the SASSCAL Initiative.  The SASSCAL WeatherNet and related IT infrastructure for data transfer and web-based access was established since 201",working,Adcon/OTT,Transmission via GPRS,,"12.387","-14.257",WGS 84 (lat/long),"11",,,Angola,,27/10/2014,,"Zander, Franziska",23/02/2018,"5662","Bentiaba_h700.jpg,",./0.png
13.407,-14.845,Tundavala,climate station (SASSCAL WeatherNet),"857330","The weather station is part of the SASSCAL WeatherNet (www.sasscalweathernet.org), which is operated as part of the SASSCAL Initiative.  The SASSCAL WeatherNet and related IT infrastructure for data transfer and web-based access was established since 201",working,Adcon/OTT,Transmission via GPRS,,"13.407","-14.845",WGS 84 (lat/long),"2060",,,Angola,,18/10/2014,,"Zander, Franziska",23/02/2018,"5663","Tundavala_h700.jpg,",./0.png
12.178,-15.159,Namibe,climate station (SASSCAL WeatherNet),"857331","The weather station is part of the SASSCAL WeatherNet (www.sasscalweathernet.org), which is operated as part of the SASSCAL Initiative.  The SASSCAL WeatherNet and related IT infrastructure for data transfer and web-based access was established since 201",working,Adcon/OTT,Transmission via GPRS,,"12.178","-15.159",WGS 84 (lat/long),"11",,,Angola,,30/10/2014,,"Zander, Franziska",23/02/2018,"5664","Namibe_h700.jpg,",./0.png
13.341,-14.808,Bibala,climate station (SASSCAL WeatherNet),"857332","The weather station is part of the SASSCAL WeatherNet (www.sasscalweathernet.org), which is operated as part of the SASSCAL Initiative.  The SASSCAL WeatherNet and related IT infrastructure for data transfer and web-based access was established since 201",working,Adcon/OTT,Transmission via GPRS,,"13.341","-14.808",WGS 84 (lat/long),"1061",,,Angola,,21/10/2014,,"Zander, Franziska",23/02/2018,"5665",",",./0.png
13.351,-15.069,Humpata,climate station (SASSCAL WeatherNet),"857336","The weather station is part of the SASSCAL WeatherNet (www.sasscalweathernet.org), which is operated as part of the SASSCAL Initiative.  The SASSCAL WeatherNet and related IT infrastructure for data transfer and web-based access was established since 201",working,Adcon/OTT,Transmission via GPRS,,"13.351","-15.069",WGS 84 (lat/long),"1880",,,Angola,,17/10/2014,,"Zander, Franziska",23/02/2018,"5666",",",./0.png
12.505,-14.749,Mukongo,climate station (SASSCAL WeatherNet),"857341","The weather station is part of the SASSCAL WeatherNet (www.sasscalweathernet.org), which is operated as part of the SASSCAL Initiative.  The SASSCAL WeatherNet and related IT infrastructure for data transfer and web-based access was established since 201",working,Adcon/OTT,Transmission via GPRS,,"12.505","-14.749",WGS 84 (lat/long),"390",,,Angola,,26/10/2014,,"Zander, Franziska",23/02/2018,"5667","Mukungo_h700.jpg,",./0.png
13.445,-14.958,Campus ISPT,climate station (SASSCAL WeatherNet),"857345","The weather station is part of the SASSCAL WeatherNet (www.sasscalweathernet.org), which is operated as part of the SASSCAL Initiative.  The SASSCAL WeatherNet and related IT infrastructure for data transfer and web-based access was established since 201",working,Adcon/OTT,Transmission via GPRS,,"13.445","-14.958",WGS 84 (lat/long),"2047",,,Angola,,17/10/2014,,"Zander, Franziska",23/02/2018,"5668",",",./0.png
13.138,-15.096,Capangombe,climate station (SASSCAL WeatherNet),"857347","The weather station is part of the SASSCAL WeatherNet (www.sasscalweathernet.org), which is operated as part of the SASSCAL Initiative.  The SASSCAL WeatherNet and related IT infrastructure for data transfer and web-based access was established since 201",working,Adcon/OTT,Transmission via GPRS,,"13.138","-15.096",WGS 84 (lat/long),"535",,,Angola,,22/10/2014,,"Zander, Franziska",23/02/2018,"5669",",",./0.png
13.363,-14.952,Barragem das Neves,climate station (SASSCAL WeatherNet),"857348","The weather station is part of the SASSCAL WeatherNet (www.sasscalweathernet.org), which is operated as part of the SASSCAL Initiative.  The SASSCAL WeatherNet and related IT infrastructure for data transfer and web-based access was established since 201",working,Adcon/OTT,Transmission via GPRS,,"13.363","-14.952",WGS 84 (lat/long),"2074",,,Angola,,19/10/2014,,"Zander, Franziska",23/02/2018,"5670",",",./0.png
12.658,-15.019,Caraculo,climate station (SASSCAL WeatherNet),"857349","The weather station is part of the SASSCAL WeatherNet (www.sasscalweathernet.org), which is operated as part of the SASSCAL Initiative.  The SASSCAL WeatherNet and related IT infrastructure for data transfer and web-based access was established since 201",working,Adcon/OTT,Transmission via GPRS,,"12.658","-15.019",WGS 84 (lat/long),"470",,,Angola,,24/10/2014,,"Zander, Franziska",23/02/2018,"5671",",",./0.png
13.4075,-14.7999,Tundavala Observatory,climate station (SASSCAL WeatherNet),"858128","The weather station is part of the SASSCAL WeatherNet (www.sasscalweathernet.org), which is operated as part of the SASSCAL Initiative.  The SASSCAL WeatherNet and related IT infrastructure for data transfer and web-based access was established since 201",working,Adcon/OTT,Transmission via GPRS,,"13.4075","-14.7999",WGS 84 (lat/long),"2300",,,Angola,,18/03/2015,,"Zander, Franziska",23/02/2018,"5672","TundavalaObs_h700.jpg,",./0.png
17.1,-13.71,Cusseque,climate station (SASSCAL WeatherNet),"858129","The weather station is part of the SASSCAL WeatherNet (www.sasscalweathernet.org), which is operated as part of the SASSCAL Initiative.  The SASSCAL WeatherNet and related IT infrastructure for data transfer and web-based access was established since 201",working,Adcon/OTT,Transmission via GPRS,,"17.1","-13.71",WGS 84 (lat/long),"1529",,,Angola,,27/03/2015,,"Zander, Franziska",23/02/2018,"5673","Cusseque_h700.jpg,",./0.png
12.14,-15.568,Great Welwitschia,climate station (SASSCAL WeatherNet),"858268","The weather station is part of the SASSCAL WeatherNet (www.sasscalweathernet.org), which is operated as part of the SASSCAL Initiative.  The SASSCAL WeatherNet and related IT infrastructure for data transfer and web-based access was established since 201",working,Adcon/OTT,Transmission via GPRS,,"12.14","-15.568",WGS 84 (lat/long),"98",,,Angola,,26/10/2015,,"Zander, Franziska",23/02/2018,"5677","Welwitchia_h700.jpg,",./0.png
14.46667,-9.68333,Alto Dondo,climate station (SASSCAL WeatherNet),E12480,"The weather station is part of the SASSCAL WeatherNet (www.sasscalweathernet.org), which is operated as part of the SASSCAL Initiative.  The SASSCAL WeatherNet and related IT infrastructure for data transfer and web-based access was established since 201",working,INOVA,Transmission via GPRS,,"14.46667","-9.68333",WGS 84 (lat/long),"185",,,Angola,,14/04/2014,,"Zander, Franziska",26/02/2018,"5703",",",./0.png
15.74621,-9.42808,Cacuso,climate station (SASSCAL WeatherNet),E12481,"The weather station is part of the SASSCAL WeatherNet (www.sasscalweathernet.org), which is operated as part of the SASSCAL Initiative.  The SASSCAL WeatherNet and related IT infrastructure for data transfer and web-based access was established since 201",working,INOVA,Transmission via GPRS,,"15.74621","-9.42808",WGS 84 (lat/long),"1064",,,Angola,,15/04/2014,,"Zander, Franziska",26/02/2018,"5704",",",./0.png
15.82923,-12.74349,Chianga (Huambo),climate station (SASSCAL WeatherNet),E12478,"The weather station is part of the SASSCAL WeatherNet (www.sasscalweathernet.org), which is operated as part of the SASSCAL Initiative.  The SASSCAL WeatherNet and related IT infrastructure for data transfer and web-based access was established since 201",working,INOVA,Transmission via GPRS,,"15.82923","-12.74349",WGS 84 (lat/long),"1695",,,Angola,,13/04/2014,,"Zander, Franziska",26/02/2018,"5705",",",./0.png
19.17833,-15.1815,Cuito Cuanavale,climate station (SASSCAL WeatherNet),E12486,"The weather station is part of the SASSCAL WeatherNet (www.sasscalweathernet.org), which is operated as part of the SASSCAL Initiative.  The SASSCAL WeatherNet and related IT infrastructure for data transfer and web-based access was established since 201",working,INOVA,Transmission via GPRS,,"19.17833","-15.1815",WGS 84 (lat/long),"1214",,,Angola,,15/08/2014,,"Zander, Franziska",26/02/2018,"5706","Cuito_Cuanavale_h700.jpg,",./0.png
14.13333,-6.68333,Damba,climate station (SASSCAL WeatherNet),E12482,"The weather station is part of the SASSCAL WeatherNet (www.sasscalweathernet.org), which is operated as part of the SASSCAL Initiative.  The SASSCAL WeatherNet and related IT infrastructure for data transfer and web-based access was established since 201",working,INOVA,Transmission via GPRS,,"14.13333","-6.68333",WGS 84 (lat/long),"602",,,Angola,,28/04/2014,,"Zander, Franziska",26/02/2018,"5707",",",./0.png
12.02124,-15.56784,Flamingos Bay,climate station (SASSCAL WeatherNet),"858137","The weather station is part of the SASSCAL WeatherNet (www.sasscalweathernet.org), which is operated as part of the SASSCAL Initiative.  The SASSCAL WeatherNet and related IT infrastructure for data transfer and web-based access was established since 201",working,Adcon/OTT,Manual download,,"12.02124","-15.56784",WGS 84 (lat/long),"13",,,Angola,,13/10/2017,,"Zander, Franziska",26/02/2018,"5708",",",./0.png
14.06667,-15.65,Gambos,climate station (SASSCAL WeatherNet),E12483,"The weather station is part of the SASSCAL WeatherNet (www.sasscalweathernet.org), which is operated as part of the SASSCAL Initiative.  The SASSCAL WeatherNet and related IT infrastructure for data transfer and web-based access was established since 201",working,INOVA,Transmission via GPRS,,"14.06667","-15.65",WGS 84 (lat/long),"1318",,,Angola,,11/04/2014,,"Zander, Franziska",26/02/2018,"5709",",",./0.png
11.88445,-16.80562,Iona Coastal,climate station (SASSCAL WeatherNet),"858246","The weather station is part of the SASSCAL WeatherNet (www.sasscalweathernet.org), which is operated as part of the SASSCAL Initiative.  The SASSCAL WeatherNet and related IT infrastructure for data transfer and web-based access was established since 201",working,Adcon/OTT,Manual download,,"11.88445","-16.80562",WGS 84 (lat/long),"187",,,Angola,,15/01/2017,,"Zander, Franziska",26/02/2018,"5710",",",./0.png
14.98446,-10.73597,Kibala (Catofe),climate station (SASSCAL WeatherNet),E12479,"The weather station is part of the SASSCAL WeatherNet (www.sasscalweathernet.org), which is operated as part of the SASSCAL Initiative.  The SASSCAL WeatherNet and related IT infrastructure for data transfer and web-based access was established since 201",working,INOVA,Transmission via GPRS,,"14.98446","-10.73597",WGS 84 (lat/long),"1272",,,Angola,,14/04/2014,,"Zander, Franziska",26/02/2018,"5711",",",./0.png
15.083,-14.887,Matala,climate station (SASSCAL WeatherNet),"39718","The weather station is part of the SASSCAL WeatherNet (www.sasscalweathernet.org), which is operated as part of the SASSCAL Initiative.  The SASSCAL WeatherNet and related IT infrastructure for data transfer and web-based access was established since 201",working,Adcon/OTT,Transmission via GPRS,,"15.083","-14.887",WGS 84 (lat/long),"1204",,,Angola,,08/10/2013,,"Zander, Franziska",26/02/2018,"5712","Matala_h700.jpg,",./0.png
21.31772,-10.58769,Muconda,climate station (SASSCAL WeatherNet),E12477,"The weather station is part of the SASSCAL WeatherNet (www.sasscalweathernet.org), which is operated as part of the SASSCAL Initiative.  The SASSCAL WeatherNet and related IT infrastructure for data transfer and web-based access was established since 201",working,INOVA,Transmission via GPRS,,"21.31772","-10.58769",WGS 84 (lat/long),"1096",,,Angola,,05/07/2014,,"Zander, Franziska",26/02/2018,"5713",",",./0.png
12.97733,-14.95655,Munhino,climate station (SASSCAL WeatherNet),857330_2,"The weather station is part of the SASSCAL WeatherNet (www.sasscalweathernet.org), which is operated as part of the SASSCAL Initiative.  The SASSCAL WeatherNet and related IT infrastructure for data transfer and web-based access was established since 201",working,Adcon/OTT,Manual download,,"12.97733","-14.95655",WGS 84 (lat/long),"402",,,Angola,,23/04/2016,,"Zander, Franziska",26/02/2018,"5714",",",./0.png
15.731,-12.863,UJES-Huambo,climate station (SASSCAL WeatherNet),"46949","The weather station is part of the SASSCAL WeatherNet (www.sasscalweathernet.org), which is operated as part of the SASSCAL Initiative.  The SASSCAL WeatherNet and related IT infrastructure for data transfer and web-based access was established since 201",working,Adcon/OTT,Transmission via GPRS,,"15.731","-12.863",WGS 84 (lat/long),"1664",,,Angola,,02/10/2013,,"Zander, Franziska",26/02/2018,"5715","UJES_Huambo_h700.jpg,",./0.png
